Asset groups report
"October 1, 2016 - September 16, 2026"
Asset group status,Asset Group,Campaign,Headlines,Long Headlines,Descriptions,Marketing Images,Square Marketing Images,Portrait Marketing Images,Ad Strength,Status,Audience signal,Search themes,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
ENABLED,Geral | Compra,pmax24br_gg_pc_bg_ld_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Encontre o imóvel ideal, Casas e aptos no Viva Real, Compre aqui o seu novo lar, Comprar Imóveis, O imóvel ideal | Viva Real, Apto na Planta - Viva Real, Viva o sonho de um novo lar., Casas, apartamentos e kitnets, Alugue ou compre agora mesmo","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem o imóvel certo pra você. Encontre já o seu., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., Aptos com varanda e casas com piscina. Acesse o Viva Real.","https://tpc.googlesyndication.com/simgad/1049991034445285215, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/16428909100576394093","https://tpc.googlesyndication.com/simgad/14378425319071332889, https://tpc.googlesyndication.com/simgad/12955411490581505340, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914","https://tpc.googlesyndication.com/simgad/7696776457928613608, https://tpc.googlesyndication.com/simgad/12379935828693184604, https://tpc.googlesyndication.com/simgad/5732128821441900082, https://tpc.googlesyndication.com/simgad/11514404792294841883",Excellent,Eligible,Viva Real | Compra,"comprar apartamento, apartamento a venda, comprar casa, imóveis para comprar, casa a venda, comprar studio",BRL,42.62,"39,588,510","8,461,089",21.37%,0.20,1687239.04,9.58%,"810,955.26",2.08
ENABLED,Pronto pra Morar,pmaxcomprasa360sp_gg_pc_bg_lc_ao_wb_re_vr_pf,"Viva Real, O seu novo lar no Viva Real, Imóveis prontos pra morar, Encontre o seu novo lar, Casas e aptos em lançamento, Comprar Imóveis, O imóvel ideal | Viva Real, Viva o sonho de um novo lar., Casas e Apartamentos à venda, Ficou fácil achar o seu imóvel, Encontre o imóvel ideal","Imóveis com o preço que você busca e na localização que você quer. Encontre seu novo lar., Casas e aptos à venda prontinhos pra morar. Encontre agora o imóvel dos seus sonhos.","Encontre o seu cantinho, pronto para morar. Confira, Viva Real tem opções à venda na sua região. Apartamentos de 3 quartos, varanda e mais., Seu cantinho dos sonhos pronto para morar. Veja as opções que cabe no seu bolso., Imóveis na localização que você quer morar. Lançamentos com piscina, mobiliados e mais., Acesse o VIva Real. Escolha onde deseja morar e o valor que quer pagar. Encontre agora.","https://tpc.googlesyndication.com/simgad/2634309755788307739, https://tpc.googlesyndication.com/simgad/16862940354752449847, https://tpc.googlesyndication.com/simgad/17397282489954422950, https://tpc.googlesyndication.com/simgad/13436964591134872062, https://tpc.googlesyndication.com/simgad/8838867550111578742, https://tpc.googlesyndication.com/simgad/1024145633221370658, https://tpc.googlesyndication.com/simgad/17435521161081017532, https://tpc.googlesyndication.com/simgad/5358769708683541299","https://tpc.googlesyndication.com/simgad/6437969989306634279, https://tpc.googlesyndication.com/simgad/17317693421261984494, https://tpc.googlesyndication.com/simgad/1387409353508412266, https://tpc.googlesyndication.com/simgad/5835625140946322020, https://tpc.googlesyndication.com/simgad/13007871695103693049, https://tpc.googlesyndication.com/simgad/3450301016921946366, https://tpc.googlesyndication.com/simgad/13805288227587480873, https://tpc.googlesyndication.com/simgad/11802526788487354590","https://tpc.googlesyndication.com/simgad/11514404792294841883, https://tpc.googlesyndication.com/simgad/16281433289275899764",Good,Not eligible,Viva Real | Compra | SP,"Apartamento pronto para morar, Casa pronta para morar, Comprar imóvel pronto para morar, Imóveis prontos para venda, Imóvel disponível para mudança imediata, Comprar imóvel sem obra, Imóveis prontos para ocupação, Comprar casa pronta, Oportunidade de comprar imóvel pronto, Comprar apartamento já finalizado, Imóvel pronto para mudança, Comprar imóvel sem reforma, Imóveis prontos para residência, Imóveis para venda prontos para entrar, Comprar casa pronta e mobiliada",BRL,32.44,"2,491,061","493,209",19.80%,0.16,80814.73,27.05%,"133,397.65",0.61
ENABLED,Geral | Jun/23,pmaxcomprasa360br2_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Encontre o imóvel ideal, Casas e aptos no Viva Real, Compre aqui o seu novo lar, Comprar Imóveis, O imóvel ideal | Viva Real, Apto na Planta - Viva Real, Viva o sonho de um novo lar., Conquiste sua casa própria, O imóvel ideal está aqui","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem o imóvel certo pra você. Encontre já o seu., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., Aptos com varanda e casas com piscina. Acesse o Viva Real.","https://tpc.googlesyndication.com/simgad/1049991034445285215, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/16428909100576394093","https://tpc.googlesyndication.com/simgad/14378425319071332889, https://tpc.googlesyndication.com/simgad/12955411490581505340, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914","https://tpc.googlesyndication.com/simgad/7696776457928613608, https://tpc.googlesyndication.com/simgad/12379935828693184604",Good,Not eligible,Viva Real | Compra,"apartamento na planta, apartamento a venda, casa em condominio, ap na planta, apartamentos mobiliados, apartamento para comprar, casa a venda, imoveis a venda caixa, Comprar Casa, casa para vender, Comprar Apartamento, comprar apto, Comprar Studio",BRL,34.51,"761,791","189,124",24.83%,0.14,26289.24,22.03%,"41,657.90",0.63
ENABLED,Aluguel Sem Fiador | Jun/23,pmaxaluguelsa360br2_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Encontre o seu lar dos sonhos, Aluguel é no Viva real, Alugar é fácil assim, Casas e aptos no Viva Real, Viva esse sonho, Aluguel descomplicado, Seu lar sem complicação, Alugue sem fiador aqui","Alugue o imóvel que você sempre sonhou no Viva Real, encontre as opções aqui., Precisando de uma casa nova? Alugue no Viva Real. Imóveis em todos os estados do Brasil.","O imóvel dos sonhos vive na sua realidade. Alugue agora., Pra quem quer alugar, Viva. Aptos, Casas e Kitnets. Encontre o seu lar hoje., Imóveis na sua região, pra alugar sem complicar. O imóvel que você quer está aqui., No Viva Real você encontra a casa que quer morar, sem se preocupar com fiador., Acesse o Viva Real Imóveis. Pesquise e encontre o seu lar ideal para alugar.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519","https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727",Good,Not eligible,Viva Real | Aluguel,"aluguel sem fiador, apartamento sem fiador, casa para alugar sem burocracia, aluguel sem burocracia, casa para alugar sem fiador, aluguel sem fiador sao paulo, imobiliárias que não precisa de fiador, aluguel sem caução, imobiliaria sem fiador, aluguel sem fiador e sem caução",BRL,57.00,"581,361","152,573",26.24%,0.22,33136.06,34.50%,"52,638.39",0.63
ENABLED,Pronto pra Morar | Jun/23,pmaxcomprasa360rjmg_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, O seu novo lar no Viva Real, Imóveis prontos pra morar, Encontre o seu novo lar, Casas e aptos em lançamento, Comprar Imóveis, O imóvel ideal | Viva Real, Viva o sonho de um novo lar., Casas e Apartamentos à venda, Ficou fácil achar o seu imóvel, Encontre o imóvel ideal","Imóveis com o preço que você busca e na localização que você quer. Encontre seu novo lar., Casas e aptos à venda prontinhos pra morar. Encontre agora o imóvel dos seus sonhos.","Encontre o seu cantinho, pronto para morar. Confira, Viva Real tem opções à venda na sua região. Apartamentos de 3 quartos, varanda e mais., Seu cantinho dos sonhos pronto para morar. Veja as opções que cabe no seu bolso., Imóveis na localização que você quer morar. Lançamentos com piscina, mobiliados e mais., Acesse o VIva Real. Escolha onde deseja morar e o valor que quer pagar. Encontre agora.","https://tpc.googlesyndication.com/simgad/2634309755788307739, https://tpc.googlesyndication.com/simgad/16862940354752449847, https://tpc.googlesyndication.com/simgad/17397282489954422950, https://tpc.googlesyndication.com/simgad/13436964591134872062, https://tpc.googlesyndication.com/simgad/8838867550111578742","https://tpc.googlesyndication.com/simgad/6437969989306634279, https://tpc.googlesyndication.com/simgad/17317693421261984494, https://tpc.googlesyndication.com/simgad/1387409353508412266, https://tpc.googlesyndication.com/simgad/5835625140946322020, https://tpc.googlesyndication.com/simgad/13007871695103693049",https://tpc.googlesyndication.com/simgad/11514404792294841883,Average,Not eligible,Viva Real | Compra,"Apartamento pronto para morar, Casa pronta para morar, Comprar imóvel pronto para morar, Imóveis prontos para venda, Imóvel disponível para mudança imediata, Comprar imóvel sem obra, Imóveis prontos para ocupação, Comprar casa pronta, Oportunidade de comprar imóvel pronto, Comprar apartamento já finalizado, Imóvel pronto para mudança, Comprar imóvel sem reforma, Imóveis prontos para residência, Imóveis para venda prontos para entrar, Comprar casa pronta e mobiliada",BRL,29.63,"227,989","54,038",23.70%,0.13,6755.74,19.58%,"10,579.95",0.64
ENABLED,Varanda,pmaxaluguelsa360rjmg_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o seu sonho na vida real, Apê com varanda, Imóvel é no Viva Real, Aptos com varanda para alugar, Viva Real tem o seu novo lar., Aluguel é no Viva Real, Aluguel de Imóveis, Aluguel de casas e aptos, Oferta de imóveis para alugar, Aptos para alugar mobiliado","Apartamento com varanda para aproveitar o sol da manhã. Realize esse sonho, "" Os melhores imóveis disponíveis para aluguel. Encontre o imóvel dos seus sonhos aqui""","Encontre seu imóvel com varanda. Acesse o site e descubra., Confira as opções da sua região. Aplique os filtros e encontre a ideal para você., Viva Real tem o seu próximo lar com varada, piscina e muito mais. Confira agora mesmo., Agora é real, alugue o imóvel com varanda que você sempre sonhou., Procurando apto pra alugar? Alugue o imóvel que você sempre sonhou. Aplique os filtros.","https://tpc.googlesyndication.com/simgad/3496388502340421955, https://tpc.googlesyndication.com/simgad/7748273833475781120, https://tpc.googlesyndication.com/simgad/13291961413645601995, https://tpc.googlesyndication.com/simgad/10557650282869198474, https://tpc.googlesyndication.com/simgad/15382351877049185196, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/16665125078314298222","https://tpc.googlesyndication.com/simgad/3530211161236497689, https://tpc.googlesyndication.com/simgad/12057213260347048733, https://tpc.googlesyndication.com/simgad/161211839517682138, https://tpc.googlesyndication.com/simgad/11792851128694317620, https://tpc.googlesyndication.com/simgad/13839923731161280792, https://tpc.googlesyndication.com/simgad/8597059086854390155","https://tpc.googlesyndication.com/simgad/15050489508453522765, https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/7820147788355204165",Good,Not eligible,Viva Real | Aluguel,"apartamento com varanda, apartamento com sacada, apartamento com varanda gourmet, apartamento varanda gourmet, varanda gourmet, aluguel com varanda, casa com varanda, studio com varanda",BRL,42.13,"255,909","72,993",28.52%,0.15,10782.14,23.75%,"17,335.60",0.62
PAUSED,Festival da Mudança | Jul26,pmaxcomprasa360br_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Casa nova é no Viva Real, Casas e aptos no Viva Real, Festival da Mudança, Melhores imóveis aqui, Sua Casa Própria É Realidade, Casas e Apartamentos, Compre seu apto ou casa nova, Oferta de imóveis para comprar, Casa pra comprar com piscina, Festival da Mudança Viva Real, Melhores imóveis no Festival, O Imóvel ideal no Festival, Novo lar no Festival","Casas e aptos à venda. Festival da Mudança, a seleção exclusiva dos melhores imóveis., Imóveis com varanda e até com piscina. Tudo o que você precisa está no Viva Real, Aqui no Festival você encontra seu novo lar. São milhares de imóveis disponíveis., No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, O imóvel perfeito para a sua rotina você encontra aqui, no Festival da Mudança.","No Viva Real tem o imóvel certo pra você. Encontre já o seu., Milhares de imóveis, várias faixas de preço. Opções com vaga de garagem e churrasqueira., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Filtre por preço e encontre o que você pode pagar. Veja as opções do Festival da Mudança., Acesse o Viva Real. Imóveis à venda com os melhores preços e torne realidade o seu sonho.","https://tpc.googlesyndication.com/simgad/10241659051992737489, https://tpc.googlesyndication.com/simgad/17009495629660600585, https://tpc.googlesyndication.com/simgad/7286802982056242092","https://tpc.googlesyndication.com/simgad/7886162365464665826, https://tpc.googlesyndication.com/simgad/6580698489080031784, https://tpc.googlesyndication.com/simgad/8032300669961592351","https://tpc.googlesyndication.com/simgad/9559560468214106886, https://tpc.googlesyndication.com/simgad/3644475838141479925, https://tpc.googlesyndication.com/simgad/7004850575275537622",Good,Paused,Viva Real | Compra,"comprar apartamento, apartamento a venda, comprar casa, casa a venda, apartamento perto de mim, apartamento a venda perto de mim",BRL,15.55,"18,389","2,720",14.79%,0.11,286.02,3.95%,107.49,2.66
PAUSED,Festival da Mudança | Jul25,pmax24br_gg_pc_bg_ld_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Casa nova é no Viva Real, Melhores imóveis aqui, Novo lar no Festival, Imóveis para todos os bolsos, Festival da Mudança Viva Real, Melhores imóveis no Festival, Aluguel de casas e aptos, Alugue uma Casa no Brasil, Aluguel de Apartamentos, O Imóvel ideal no Festival, Veja os melhores imóveis","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal., Aqui no Festival você encontra seu novo lar. São milhares de imóveis disponíveis., O endereço dos seus sonhos está aqui no Festival da Mudança. Veja os imóveis disponíveis, O imóvel perfeito para a sua rotina você encontra aqui, no Festival da Mudança.","No Viva Real tem imóveis de todos os tamanhos pra você., À procura do lar dos sonhos? Use nossos filtros e encontre o imóvel perfeito para você., Encontre o lar perfeito para você aqui no Festival da Mudança. Veja os imóveis disponíveis, Só no Festival da Mudança você encontra seu imóvel dos sonhos em poucos cliques., Use nossos filtros e encontre rápido o lar perfeito para você. Veja os imóveis disponíveis","https://tpc.googlesyndication.com/simgad/17842102783356040384, https://tpc.googlesyndication.com/simgad/11473423160516028438, https://tpc.googlesyndication.com/simgad/3410205380329094057, https://tpc.googlesyndication.com/simgad/7399574502778184545, https://tpc.googlesyndication.com/simgad/13169576821845658541, https://tpc.googlesyndication.com/simgad/4199414526808279643","https://tpc.googlesyndication.com/simgad/10998474698801576613, https://tpc.googlesyndication.com/simgad/2580175904655561048, https://tpc.googlesyndication.com/simgad/14993466371496414456, https://tpc.googlesyndication.com/simgad/2094408501665285545, https://tpc.googlesyndication.com/simgad/10705581867052157269, https://tpc.googlesyndication.com/simgad/7862381899973992768","https://tpc.googlesyndication.com/simgad/2748442949159619083, https://tpc.googlesyndication.com/simgad/17342982100506451901, https://tpc.googlesyndication.com/simgad/7936014696176566485, https://tpc.googlesyndication.com/simgad/11938665831600561966",Excellent,Paused,Viva Real | Aluguel, --,BRL,26.67,"4,817,936","796,717",16.54%,0.16,128502.54,19.53%,"155,575.92",0.83
ENABLED,Compra | Jun/23,pmaxcomprasa360br2_gg_pm_bg_lc_ao_wb_re_vr_pf,"O imóvel ideal | Viva Real, Compre sua Casa no Viva Real, Viva Real tem o que você quer, Casas e Apartamentos à venda, Compre aqui o seu novo lar, Compre seu imóvel dos sonhos, Seu novo lar está aqui, Compre seu imóvel aqui, Seu novo imóvel está aqui, Encontre o imóvel ideal","Imóveis à Venda na sua região. Casas, apartamentos e kitnets que cabem no seu bolso., Descubra as melhores opções para morar. Aqui, o sonho de comprar um imóvel pode ser real.","Seu sonho da casa própria se torna realidade no Viva Real., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Imóveis à venda para todos os tamanhos de sonhos. Está tudo aqui no Viva Real., Viva o seu sonho. Compre o seu imóvel. Opções mobiliadas, com varanda e muito mais., Comprar um imóvel cabe nos seus sonhos? Viva Real faz acontecer na realidade.","https://tpc.googlesyndication.com/simgad/3068686964849926367, https://tpc.googlesyndication.com/simgad/6944677988565321782, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/2134301337395305174, https://tpc.googlesyndication.com/simgad/16879512954020542069","https://tpc.googlesyndication.com/simgad/18204173142203380515, https://tpc.googlesyndication.com/simgad/806065885869337825, https://tpc.googlesyndication.com/simgad/11758316744067166863, https://tpc.googlesyndication.com/simgad/15890859353469985613, https://tpc.googlesyndication.com/simgad/5515183827478274253","https://tpc.googlesyndication.com/simgad/4528857307356382384, https://tpc.googlesyndication.com/simgad/13263440933677926235, https://tpc.googlesyndication.com/simgad/5732128821441900082",Good,Not eligible,Viva Real | Compra,"Imóveis à venda, Comprar imóvel, Comprar casa, Compra de apartamento, Imóveis para compra, Oportunidades de compra de imóveis, Apartamento ou casa para comprar, Imóvel de luxo à venda",BRL,33.04,"752,781","176,863",23.49%,0.14,24875.06,23.24%,"41,104.94",0.61
ENABLED,Aluguel sem Fiador | Jun/23,pmaxaluguelsa360g3_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Encontre o seu lar dos sonhos, Aluguel é no Viva real, Alugar é fácil assim, Casas e aptos no Viva Real, Viva esse sonho","Alugue o imóvel que você sempre sonhou no Viva Real, encontre as opções aqui., Precisando de uma casa nova? Alugue no Viva Real. Imóveis em todos os estados do Brasil.","O imóvel dos sonhos vive na sua realidade. Alugue agora., Pra quem quer alugar, Viva. Aptos, Casas e Kitnets. Encontre o seu lar hoje., Imóveis na sua região, pra alugar sem complicar. O imóvel que você quer está aqui., No Viva Real você encontra a casa que quer morar, sem se preocupar com fiador., Acesse o Viva Real Imóveis. Pesquise e encontre o seu lar ideal para alugar.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519","https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727",Average,Not eligible,Viva Real | Aluguel,"aluguel sem fiador, apartamento sem fiador, casa para alugar sem burocracia, aluguel sem burocracia, casa para alugar sem fiador, aluguel sem fiador sao paulo, imobiliárias que não precisa de fiador, aluguel sem caução, imobiliaria sem fiador, aluguel sem fiador e sem caução",BRL,46.05,"59,388","13,804",23.24%,0.20,2734.89,22.63%,"3,123.42",0.88
ENABLED,Geral | Mai/23,pmaxaluguelsa360br2_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Casa nova é no Viva Real, Alugue sua casa ideal, Casas e aptos no Viva Real, Aptos para alugar mobiliado, Viva o seu sonho na vida real, Seu novo lar te espera, Casas e aptos mobiliados, Encontre seu espaço ideal","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis para toda família. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue agora mesmo.","https://tpc.googlesyndication.com/simgad/16428909100576394093, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/1049991034445285215","https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/15890859353469985613, https://tpc.googlesyndication.com/simgad/12955411490581505340","https://tpc.googlesyndication.com/simgad/5732128821441900082, https://tpc.googlesyndication.com/simgad/13263440933677926235",Good,Not eligible,Viva Real | Aluguel,"apartamento para alugar, casas para alugar, Alugar apartamento, imoveis para alugar, apartamento mobiliado para alugar, casas para alugar perto de mim, aluguel apartamento, Alugar Casa, casas para arrendar, Alugar Kitnet, Alugar Flat",BRL,60.79,"525,969","138,781",26.39%,0.23,31971.45,36.44%,"50,576.81",0.63
ENABLED,Geral | Aluguel,pmax24br_gg_pc_bg_ld_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Casa nova é no Viva Real, Alugue sua casa ideal, Casas e aptos no Viva Real, Aptos para alugar mobiliado, Viva o seu sonho na vida real, Imóveis que aceitam pets, Aluguel de casas e aptos, Alugue uma Casa no Brasil, Aluguel de Apartamentos","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis para toda família. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue agora mesmo.","https://tpc.googlesyndication.com/simgad/16428909100576394093, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/1049991034445285215, https://tpc.googlesyndication.com/simgad/17397282489954422950","https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/15890859353469985613, https://tpc.googlesyndication.com/simgad/12955411490581505340, https://tpc.googlesyndication.com/simgad/13007871695103693049, https://tpc.googlesyndication.com/simgad/17317693421261984494, https://tpc.googlesyndication.com/simgad/11758316744067166863, https://tpc.googlesyndication.com/simgad/6437969989306634279","https://tpc.googlesyndication.com/simgad/5732128821441900082, https://tpc.googlesyndication.com/simgad/11514404792294841883",Excellent,Eligible,Viva Real | Aluguel,"alugar apartamento, apartamento para alugar, aluguel, imóveis para alugar, aluguel de casa, alugar kitnet, alugar flat",BRL,42.52,"30,768,527","6,504,964",21.14%,0.20,1308137.58,9.83%,"639,232.46",2.05
